Epoch, ISUDIter,VehicleID,NodeID,RequestTime,ReachTime,NodeType,Latitude,Longitude, LocationID
3,0,0,DR_14,110,0,3,40.7381,-74.0008,44
3,0,0,DR_13,108,0,3,40.7512,-73.9725,43
3,0,0,DR_5,44,0,3,40.769,-73.9822,35
3,0,1,DR_2,24,213.525,0,40.7272,-73.9937,32
3,0,1,PI_9,66,0,2,40.7391,-74.0031,9
3,0,1,PI_12,90,0,2,40.7569,-73.9857,12
3,0,1,DR_9,66,0,3,40.758,-73.9756,39
3,0,1,DR_12,90,0,3,40.7294,-73.9914,42
3,0,2,DR_3,40,235.375,0,40.7576,-73.9907,33
3,0,2,PI_7,58,0,2,40.762,-74.0017,7
3,0,2,DR_7,58,0,3,40.7497,-73.9876,37
3,0,3,DR_4,42,306.6,0,40.759,-73.9785,34
3,0,3,PI_17,146,0,2,40.74,-73.9857,17
3,0,3,PI_16,134,0,2,40.7256,-73.9921,16
3,0,3,PI_15,120,0,2,40.7269,-73.9915,15
3,0,3,DR_15,120,0,3,40.7305,-73.9901,45
3,0,3,DR_16,134,0,3,40.7353,-73.9984,46
3,0,3,DR_17,146,0,3,40.7496,-73.9879,47
3,0,4,PI_6,48,228.9,0,40.7562,-73.9924,6
3,0,4,DR_8,60,0,3,40.7492,-73.9878,38
3,0,4,DR_11,80,0,3,40.7425,-73.9782,41
3,0,4,DR_6,48,0,3,40.7516,-73.9711,36
3,0,5,PI_1,6,207.05,0,40.7224,-73.9971,1
3,0,5,DR_10,72,0,3,40.7239,-74.001,40
3,0,5,DR_1,6,0,3,40.7534,-73.9853,31
3,1,0,DR_0,0,214.2,0,40.7605,-73.9802,30
3,1,0,DR_5,44,0,3,40.769,-73.9822,35
3,1,1,DR_2,24,213.525,0,40.7272,-73.9937,32
3,1,1,PI_9,66,0,2,40.7391,-74.0031,9
3,1,1,PI_12,90,0,2,40.7569,-73.9857,12
3,1,1,DR_9,66,0,3,40.758,-73.9756,39
3,1,1,DR_12,90,0,3,40.7294,-73.9914,42
3,1,2,DR_3,40,235.375,0,40.7576,-73.9907,33
3,1,2,PI_7,58,0,2,40.762,-74.0017,7
3,1,2,DR_7,58,0,3,40.7497,-73.9876,37
3,1,3,DR_4,42,306.6,0,40.759,-73.9785,34
3,1,4,PI_6,48,228.9,0,40.7562,-73.9924,6
3,1,4,DR_8,60,0,3,40.7492,-73.9878,38
3,1,4,DR_11,80,0,3,40.7425,-73.9782,41
3,1,4,DR_6,48,0,3,40.7516,-73.9711,36
3,1,5,PI_1,6,207.05,0,40.7224,-73.9971,1
3,1,5,DR_10,72,0,3,40.7239,-74.001,40
3,1,5,PI_16,134,0,2,40.7256,-73.9921,16
3,1,5,PI_15,120,0,2,40.7269,-73.9915,15
3,1,5,DR_15,120,0,3,40.7305,-73.9901,45
3,1,5,PI_17,146,0,2,40.74,-73.9857,17
3,1,5,PI_14,110,0,2,40.7431,-73.9964,14
3,1,5,DR_14,110,0,3,40.7381,-74.0008,44
3,1,5,PI_13,108,0,2,40.7488,-74.0069,13
3,1,5,DR_16,134,0,3,40.7353,-73.9984,46
3,1,5,DR_17,146,0,3,40.7496,-73.9879,47
3,1,5,DR_1,6,0,3,40.7534,-73.9853,31
3,1,5,DR_13,108,0,3,40.7512,-73.9725,43
4,0,0,DR_5,44,262.05,0,40.769,-73.9822,35
4,0,0,PI_18,156,0,2,40.7607,-73.9836,18
4,0,0,PI_19,170,0,2,40.7531,-73.9855,19
4,0,0,PI_22,200,0,2,40.7479,-73.9837,22
4,0,0,DR_18,156,0,3,40.7581,-73.9779,48
4,0,0,DR_22,200,0,3,40.7555,-73.9921,52
4,0,0,DR_19,170,0,3,40.761,-74.0023,49
4,0,1,PI_9,66,283.95,0,40.7391,-74.0031,9
4,0,1,PI_12,90,0,2,40.7569,-73.9857,12
4,0,1,DR_9,66,0,3,40.758,-73.9756,39
4,0,1,DR_12,90,0,3,40.7294,-73.9914,42
4,0,2,PI_7,58,269.75,0,40.762,-74.0017,7
4,0,2,DR_7,58,0,3,40.7497,-73.9876,37
4,0,2,PI_21,196,0,2,40.7267,-73.9941,21
4,0,2,DR_21,196,0,3,40.7416,-73.9752,51
4,0,3,DR_4,42,306.6,0,40.759,-73.9785,34
4,0,4,DR_8,60,280.15,0,40.7492,-73.9878,38
4,0,4,DR_11,80,0,3,40.7425,-73.9782,41
4,0,4,DR_6,48,0,3,40.7516,-73.9711,36
4,0,5,PI_16,134,271.025,0,40.7256,-73.9921,16
4,0,5,PI_15,120,0,2,40.7269,-73.9915,15
4,0,5,DR_15,120,0,3,40.7305,-73.9901,45
4,0,5,PI_17,146,0,2,40.74,-73.9857,17
4,0,5,PI_14,110,0,2,40.7431,-73.9964,14
4,0,5,DR_14,110,0,3,40.7381,-74.0008,44
4,0,5,PI_13,108,0,2,40.7488,-74.0069,13
4,0,5,DR_16,134,0,3,40.7353,-73.9984,46
4,0,5,DR_17,146,0,3,40.7496,-73.9879,47
4,0,5,DR_1,6,0,3,40.7534,-73.9853,31
4,0,5,DR_13,108,0,3,40.7512,-73.9725,43
4,1,0,DR_5,44,262.05,0,40.769,-73.9822,35
4,1,1,PI_9,66,283.95,0,40.7391,-74.0031,9
4,1,1,PI_12,90,0,2,40.7569,-73.9857,12
4,1,1,DR_9,66,0,3,40.758,-73.9756,39
4,1,1,DR_12,90,0,3,40.7294,-73.9914,42
4,1,2,PI_7,58,269.75,0,40.762,-74.0017,7
4,1,2,DR_7,58,0,3,40.7497,-73.9876,37
4,1,2,PI_21,196,0,2,40.7267,-73.9941,21
4,1,2,DR_21,196,0,3,40.7416,-73.9752,51
4,1,3,DR_4,42,306.6,0,40.759,-73.9785,34
4,1,3,PI_22,200,0,2,40.7479,-73.9837,22
4,1,3,PI_20,178,0,2,40.7478,-73.9852,20
4,1,3,DR_20,178,0,3,40.7434,-73.9963,50
4,1,3,PI_19,170,0,2,40.7531,-73.9855,19
4,1,3,PI_18,156,0,2,40.7607,-73.9836,18
4,1,3,DR_18,156,0,3,40.7581,-73.9779,48
4,1,3,DR_22,200,0,3,40.7555,-73.9921,52
4,1,3,DR_19,170,0,3,40.761,-74.0023,49
4,1,4,DR_8,60,280.15,0,40.7492,-73.9878,38
4,1,4,DR_11,80,0,3,40.7425,-73.9782,41
4,1,4,DR_6,48,0,3,40.7516,-73.9711,36
4,1,5,PI_16,134,271.025,0,40.7256,-73.9921,16
4,1,5,PI_15,120,0,2,40.7269,-73.9915,15
4,1,5,DR_15,120,0,3,40.7305,-73.9901,45
4,1,5,PI_17,146,0,2,40.74,-73.9857,17
4,1,5,PI_14,110,0,2,40.7431,-73.9964,14
4,1,5,DR_14,110,0,3,40.7381,-74.0008,44
4,1,5,PI_13,108,0,2,40.7488,-74.0069,13
4,1,5,DR_16,134,0,3,40.7353,-73.9984,46
4,1,5,DR_17,146,0,3,40.7496,-73.9879,47
4,1,5,DR_1,6,0,3,40.7534,-73.9853,31
4,1,5,DR_13,108,0,3,40.7512,-73.9725,43
4,2,0,DR_5,44,262.05,0,40.769,-73.9822,35
4,2,1,PI_9,66,283.95,0,40.7391,-74.0031,9
4,2,1,PI_12,90,0,2,40.7569,-73.9857,12
4,2,1,DR_9,66,0,3,40.758,-73.9756,39
4,2,1,DR_12,90,0,3,40.7294,-73.9914,42
4,2,2,PI_7,58,269.75,0,40.762,-74.0017,7
4,2,2,DR_7,58,0,3,40.7497,-73.9876,37
4,2,3,DR_4,42,306.6,0,40.759,-73.9785,34
4,2,3,PI_22,200,0,2,40.7479,-73.9837,22
4,2,3,PI_20,178,0,2,40.7478,-73.9852,20
4,2,3,DR_20,178,0,3,40.7434,-73.9963,50
4,2,3,PI_19,170,0,2,40.7531,-73.9855,19
4,2,3,PI_18,156,0,2,40.7607,-73.9836,18
4,2,3,DR_18,156,0,3,40.7581,-73.9779,48
4,2,3,DR_22,200,0,3,40.7555,-73.9921,52
4,2,3,DR_19,170,0,3,40.761,-74.0023,49
4,2,4,DR_8,60,280.15,0,40.7492,-73.9878,38
4,2,4,PI_21,196,0,2,40.7267,-73.9941,21
4,2,4,DR_11,80,0,3,40.7425,-73.9782,41
4,2,4,DR_21,196,0,3,40.7416,-73.9752,51
4,2,4,DR_6,48,0,3,40.7516,-73.9711,36
4,2,5,PI_16,134,271.025,0,40.7256,-73.9921,16
4,2,5,PI_15,120,0,2,40.7269,-73.9915,15
4,2,5,DR_15,120,0,3,40.7305,-73.9901,45
4,2,5,PI_17,146,0,2,40.74,-73.9857,17
4,2,5,PI_14,110,0,2,40.7431,-73.9964,14
4,2,5,DR_14,110,0,3,40.7381,-74.0008,44
4,2,5,PI_13,108,0,2,40.7488,-74.0069,13
4,2,5,DR_16,134,0,3,40.7353,-73.9984,46
4,2,5,DR_17,146,0,3,40.7496,-73.9879,47
4,2,5,DR_1,6,0,3,40.7534,-73.9853,31
4,2,5,DR_13,108,0,3,40.7512,-73.9725,43
5,0,0,DR_5,44,262.05,0,40.769,-73.9822,35
5,0,0,PI_25,236,0,2,40.7564,-73.9902,25
5,0,0,DR_25,236,0,3,40.75,-73.9825,55
5,0,1,PI_12,90,380.2,0,40.7569,-73.9857,12
5,0,1,PI_27,244,0,2,40.7151,-73.9924,27
5,0,1,DR_12,90,0,3,40.7294,-73.9914,42
5,0,1,DR_27,244,0,3,40.7423,-73.9908,57
5,0,1,DR_9,66,0,3,40.758,-73.9756,39
5,0,2,DR_7,58,331.45,0,40.7497,-73.9876,37
5,0,2,PI_26,238,0,2,40.735,-73.9918,26
5,0,2,PI_23,208,0,2,40.7398,-74.0024,23
5,0,2,DR_26,238,0,3,40.7329,-73.9862,56
5,0,2,DR_23,208,0,3,40.7715,-73.9889,53
5,0,3,DR_4,42,306.6,0,40.759,-73.9785,34
5,0,3,PI_22,200,0,2,40.7479,-73.9837,22
5,0,3,PI_20,178,0,2,40.7478,-73.9852,20
5,0,3,DR_20,178,0,3,40.7434,-73.9963,50
5,0,3,PI_19,170,0,2,40.7531,-73.9855,19
5,0,3,PI_18,156,0,2,40.7607,-73.9836,18
5,0,3,DR_18,156,0,3,40.7581,-73.9779,48
5,0,3,DR_22,200,0,3,40.7555,-73.9921,52
5,0,3,DR_19,170,0,3,40.761,-74.0023,49
5,0,4,PI_21,196,394.95,0,40.7267,-73.9941,21
5,0,4,DR_11,80,0,3,40.7425,-73.9782,41
5,0,4,DR_21,196,0,3,40.7416,-73.9752,51
5,0,4,DR_6,48,0,3,40.7516,-73.9711,36
5,0,5,PI_17,146,337.65,0,40.74,-73.9857,17
5,0,5,PI_14,110,0,2,40.7431,-73.9964,14
5,0,5,DR_14,110,0,3,40.7381,-74.0008,44
5,0,5,PI_13,108,0,2,40.7488,-74.0069,13
5,0,5,DR_16,134,0,3,40.7353,-73.9984,46
5,0,5,DR_17,146,0,3,40.7496,-73.9879,47
5,0,5,DR_1,6,0,3,40.7534,-73.9853,31
5,0,5,DR_13,108,0,3,40.7512,-73.9725,43
6,0,0,DR_25,236,362.275,0,40.75,-73.9825,55
6,0,0,PI_24,220,0,2,40.7493,-73.9838,24
6,0,0,PI_28,262,0,2,40.748,-73.9766,28
6,0,0,DR_24,220,0,3,40.7457,-73.9938,54
6,0,0,PI_23,208,0,2,40.7398,-74.0024,23
6,0,0,DR_28,262,0,3,40.7352,-74.0018,58
6,0,0,DR_23,208,0,3,40.7715,-73.9889,53
6,0,1,PI_12,90,380.2,0,40.7569,-73.9857,12
6,0,1,PI_27,244,0,2,40.7151,-73.9924,27
6,0,1,DR_12,90,0,3,40.7294,-73.9914,42
6,0,1,DR_27,244,0,3,40.7423,-73.9908,57
6,0,1,DR_9,66,0,3,40.758,-73.9756,39
6,0,2,PI_26,238,406.125,0,40.735,-73.9918,26
6,0,2,DR_26,238,0,3,40.7329,-73.9862,56
6,0,3,PI_20,178,352.775,0,40.7478,-73.9852,20
6,0,3,DR_20,178,0,3,40.7434,-73.9963,50
6,0,3,PI_19,170,0,2,40.7531,-73.9855,19
6,0,3,PI_18,156,0,2,40.7607,-73.9836,18
6,0,3,DR_18,156,0,3,40.7581,-73.9779,48
6,0,3,DR_22,200,0,3,40.7555,-73.9921,52
6,0,3,DR_19,170,0,3,40.761,-74.0023,49
6,0,4,PI_21,196,394.95,0,40.7267,-73.9941,21
6,0,4,DR_11,80,0,3,40.7425,-73.9782,41
6,0,4,DR_21,196,0,3,40.7416,-73.9752,51
6,0,4,PI_29,280,0,2,40.7535,-73.9898,29
6,0,4,DR_29,280,0,3,40.7628,-73.9751,59
6,0,4,DR_6,48,0,3,40.7516,-73.9711,36
6,0,5,PI_14,110,396.025,0,40.7431,-73.9964,14
6,0,5,DR_14,110,0,3,40.7381,-74.0008,44
6,0,5,PI_13,108,0,2,40.7488,-74.0069,13
6,0,5,DR_16,134,0,3,40.7353,-73.9984,46
6,0,5,DR_17,146,0,3,40.7496,-73.9879,47
6,0,5,DR_1,6,0,3,40.7534,-73.9853,31
6,0,5,DR_13,108,0,3,40.7512,-73.9725,43
