,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,min_travel_time
218603,2015-07-01 16:15:48,2015-07-01 16:29:34,1,1.33,-73.9815902709961,40.75787353515625,-73.96363830566406,40.760120391845696,826
218604,2015-07-01 16:15:48,2015-07-01 16:19:26,1,0.35,-73.98136138916014,40.74409103393555,-73.97708129882812,40.74510955810546,218
218605,2015-07-01 16:15:49,2015-07-01 16:40:20,1,2.7,-73.9740982055664,40.75021362304688,-73.99669647216798,40.72380065917969,1471
218611,2015-07-01 16:15:50,2015-07-01 16:28:52,5,0.79,-73.97230529785155,40.758838653564446,-73.98152160644531,40.75315856933594,782
218613,2015-07-01 16:15:51,2015-07-01 16:34:40,2,1.23,-73.98087310791014,40.754730224609375,-73.99462127685547,40.75963973999024,1129
218614,2015-07-01 16:15:51,2015-07-01 16:23:24,1,0.92,-73.99939727783203,40.74924087524414,-73.99578094482422,40.74005508422852,453
218615,2015-07-01 16:15:51,2015-07-01 16:36:48,6,1.97,-73.99845886230467,40.72429656982422,-73.98919677734375,40.748329162597656,1257
218616,2015-07-01 16:15:52,2015-07-01 16:23:41,1,1.4,-73.9888916015625,40.75830078125,-73.98886871337889,40.77398681640625,469
218618,2015-07-01 16:15:52,2015-07-01 16:39:45,1,2.19,-74.00420379638672,40.72185897827149,-73.98870849609375,40.74861145019531,1433
218619,2015-07-01 16:15:52,2015-07-01 16:18:35,1,0.53,-73.98860931396483,40.75315856933594,-73.99331665039062,40.74714279174805,163
218620,2015-07-01 16:15:52,2015-07-01 16:23:36,5,1.12,-73.99568939208984,40.72343444824219,-73.99890899658203,40.73426055908203,464
218621,2015-07-01 16:15:53,2015-07-01 16:48:26,1,5.1,-74.00585174560547,40.70641708374024,-73.971435546875,40.75423431396485,1953
218623,2015-07-01 16:15:53,2015-07-01 16:42:57,1,2.5,-73.99984741210938,40.720111846923835,-73.98914337158203,40.74845123291016,1624
218624,2015-07-01 16:15:53,2015-07-01 16:26:24,1,0.94,-74.01380157470702,40.714149475097656,-74.00293731689453,40.721099853515625,631
218625,2015-07-01 16:15:53,2015-07-01 16:31:35,2,1.72,-73.9940185546875,40.73542022705078,-74.00032806396483,40.71538925170898,942
218626,2015-07-01 16:15:54,2015-07-01 16:42:49,5,6.64,-73.98638153076173,40.76164245605469,-74.0099868774414,40.7033805847168,1615
218630,2015-07-01 16:15:55,2015-07-01 16:17:36,1,0.5,-73.98800659179686,40.72411346435546,-73.98265838623048,40.73126602172852,101
218631,2015-07-01 16:15:55,2015-07-01 16:21:22,1,0.96,-73.98568725585938,40.736610412597656,-73.99359130859375,40.7276611328125,327
218628,2015-07-01 16:15:55,2015-07-01 16:28:46,1,1.1,-74.00946807861328,40.70894241333008,-73.99573516845702,40.7166748046875,771
218629,2015-07-01 16:15:55,2015-07-01 16:22:48,1,0.7,-73.97953033447266,40.751163482666016,-73.98934936523438,40.75628662109375,413
218633,2015-07-01 16:15:56,2015-07-01 16:23:29,1,0.6,-73.97592163085938,40.7510986328125,-73.97509002685547,40.744243621826165,453
218632,2015-07-01 16:15:56,2015-07-01 16:22:42,1,0.7,-73.98186492919923,40.75550079345703,-73.97329711914062,40.760860443115234,406
218638,2015-07-01 16:15:57,2015-07-01 16:31:45,1,1.7,-73.99002838134764,40.73348617553711,-74.00341033935547,40.74881362915039,948
218639,2015-07-01 16:15:57,2015-07-01 16:32:08,1,4.2,-73.97262573242188,40.749053955078125,-73.99791717529298,40.712787628173835,971
218641,2015-07-01 16:15:57,2015-07-01 16:28:50,3,1.87,-73.97187042236328,40.74633026123047,-73.97611236572266,40.765449523925774,773
218642,2015-07-01 16:15:57,2015-07-01 16:47:27,1,3.38,-73.98129272460938,40.7678108215332,-74.00206756591797,40.72999954223633,1890
218643,2015-07-01 16:15:57,2015-07-01 16:51:05,6,7.05,-74.01609802246092,40.71477890014648,-73.97724914550781,40.75205993652344,2108
218645,2015-07-01 16:15:58,2015-07-01 16:25:53,1,0.7,-73.97919464111328,40.76114654541016,-73.98026275634764,40.755027770996094,595
218646,2015-07-01 16:15:58,2015-07-01 16:38:34,1,3.4,-73.96537780761719,40.763065338134766,-73.99897766113281,40.733978271484375,1356
218647,2015-07-01 16:15:58,2015-07-01 16:26:13,1,1.2,-73.99569702148438,40.726577758789055,-73.98831939697266,40.7249755859375,615
218648,2015-07-01 16:15:58,2015-07-01 16:47:35,6,2.7,-74.00467681884764,40.74204254150391,-73.97930908203125,40.76169204711913,1897
218651,2015-07-01 16:15:59,2015-07-01 16:33:05,1,1.6,-73.98981475830078,40.73539352416992,-74.01009368896483,40.72674560546875,1026
218652,2015-07-01 16:15:59,2015-07-01 16:27:34,1,1.74,-74.00849914550781,40.733711242675774,-73.98374938964845,40.72572326660156,695
218654,2015-07-01 16:15:59,2015-07-01 16:31:52,5,1.39,-73.9798126220703,40.74869155883789,-73.98691558837889,40.76152038574219,953
218660,2015-07-01 16:16:00,2015-07-01 16:21:39,2,0.94,-74.00355529785155,40.73250961303711,-74.00439453125,40.74157333374024,339
218656,2015-07-01 16:16:00,2015-07-01 16:22:16,1,0.6,-74.004150390625,40.70751953125,-73.99696350097656,40.71457290649414,376
218667,2015-07-01 16:16:01,2015-07-01 16:34:03,1,1.84,-73.99414825439453,40.7557487487793,-73.97496795654298,40.74166870117188,1082
218668,2015-07-01 16:16:01,2015-07-01 16:23:26,1,1.16,-73.9971923828125,40.72980880737305,-73.98162841796875,40.73260116577149,445
218670,2015-07-01 16:16:02,2015-07-01 16:40:28,1,2.34,-73.98480987548828,40.748149871826165,-73.98480987548828,40.7681884765625,1466
218671,2015-07-01 16:16:02,2015-07-01 16:22:52,2,0.9,-73.97644805908203,40.74407196044922,-73.97876739501953,40.7503776550293,410
218672,2015-07-01 16:16:02,2015-07-01 16:25:57,1,1.56,-73.99378967285155,40.7269287109375,-73.99974060058595,40.741729736328125,595
218683,2015-07-01 16:16:05,2015-07-01 16:36:27,1,3.31,-74.00823974609375,40.70471954345703,-74.00743865966798,40.74325942993164,1222
218686,2015-07-01 16:16:05,2015-07-01 16:26:16,1,1.25,-73.9820556640625,40.74519348144531,-73.97144317626953,40.76059722900391,611
218687,2015-07-01 16:16:05,2015-07-01 16:25:29,4,1.51,-73.99304962158203,40.72808837890625,-73.97667694091797,40.73934173583984,564
218689,2015-07-01 16:16:06,2015-07-01 16:25:52,1,1.0,-73.99514770507811,40.74401473999024,-73.98300170898438,40.73508071899414,586
218690,2015-07-01 16:16:06,2015-07-01 16:29:04,1,2.04,-73.99529266357422,40.71731948852539,-73.99710845947266,40.73749542236328,778
218696,2015-07-01 16:16:08,2015-07-01 16:39:25,1,2.17,-73.98941040039062,40.74288177490234,-73.9707489013672,40.76454162597656,1397
218694,2015-07-01 16:16:08,2015-07-01 16:25:26,1,1.0,-73.98580932617188,40.7408332824707,-73.97919464111328,40.752811431884766,558
218695,2015-07-01 16:16:08,2015-07-01 16:34:20,1,2.38,-73.98684692382812,40.7681884765625,-73.98481750488281,40.74319076538086,1092
218699,2015-07-01 16:16:09,2015-07-01 16:26:57,1,2.8,-74.00537109375,40.727176666259766,-74.00013732910156,40.70856475830078,648
218698,2015-07-01 16:16:09,2015-07-01 16:43:33,1,1.9,-73.97644805908203,40.75111389160156,-74.00410461425781,40.75250625610352,1644
218702,2015-07-01 16:16:10,2015-07-01 16:29:29,1,1.3,-73.97549438476561,40.749614715576165,-73.99163818359375,40.749473571777344,799
218704,2015-07-01 16:16:11,2015-07-01 16:28:04,1,1.5,-73.99488830566406,40.74004364013672,-73.98478698730467,40.72725677490234,713
218706,2015-07-01 16:16:11,2015-07-01 16:39:21,1,1.5,-73.9787826538086,40.73686981201172,-73.99495697021484,40.75012969970703,1390
218707,2015-07-01 16:16:11,2015-07-01 16:22:14,1,0.7,-73.96910858154298,40.76411056518555,-73.96826171875,40.7558479309082,363
218709,2015-07-01 16:16:11,2015-07-01 16:36:36,1,2.08,-73.98722839355469,40.73860931396485,-73.96475219726561,40.75583267211913,1225
218711,2015-07-01 16:16:12,2015-07-01 16:38:29,2,3.1,-73.98440551757811,40.75855255126953,-74.00141143798828,40.720111846923835,1337
218713,2015-07-01 16:16:12,2015-07-01 16:24:38,1,1.0,-73.96946716308594,40.75336837768555,-73.97510528564453,40.74163055419922,506
218715,2015-07-01 16:16:12,2015-07-01 16:26:30,6,0.79,-73.98258972167967,40.76114654541016,-73.98579406738281,40.75212860107422,618
218722,2015-07-01 16:16:14,2015-07-01 16:34:13,1,0.8,-73.99630737304686,40.73811721801758,-73.9898681640625,40.748191833496094,1079
218724,2015-07-01 16:16:15,2015-07-01 16:26:25,1,1.5,-73.99004364013672,40.75071716308594,-73.98223114013672,40.76762008666992,610
218725,2015-07-01 16:16:15,2015-07-01 16:44:58,2,2.09,-73.98710632324217,40.72889709472656,-73.99060821533203,40.74920654296875,1723
218732,2015-07-01 16:16:16,2015-07-01 16:25:04,1,0.58,-73.99176025390625,40.73841857910156,-73.98486328125,40.7421989440918,528
218728,2015-07-01 16:16:16,2015-07-01 16:20:32,3,0.5,-73.98772430419923,40.71963882446289,-73.98210906982422,40.721439361572266,256
218726,2015-07-01 16:16:16,2015-07-01 16:25:03,1,1.2,-73.99176025390625,40.726192474365234,-74.0063247680664,40.73321533203125,527
218727,2015-07-01 16:16:16,2015-07-01 16:48:38,1,4.7,-74.00885009765625,40.704219818115234,-73.97554779052734,40.74867630004882,1942
218733,2015-07-01 16:16:17,2015-07-01 16:21:10,2,0.39,-73.99662017822266,40.7270393371582,-73.99817657470702,40.72256851196289,293
218735,2015-07-01 16:16:17,2015-07-01 16:28:47,1,1.35,-73.9857406616211,40.7522087097168,-73.96839904785155,40.755859375,750
218736,2015-07-01 16:16:17,2015-07-01 16:30:39,1,1.62,-73.97936248779298,40.75464630126953,-73.97990417480467,40.73721694946289,862
218738,2015-07-01 16:16:18,2015-07-01 16:29:52,4,1.41,-73.98204040527344,40.76244735717773,-73.98059844970702,40.74793243408203,814
218739,2015-07-01 16:16:18,2015-07-01 16:26:57,1,0.94,-73.99625396728516,40.740528106689446,-73.98331451416014,40.737979888916016,639
218742,2015-07-01 16:16:18,2015-07-01 16:26:57,1,1.34,-73.99431610107422,40.72622680664063,-74.0062484741211,40.73406600952149,639
218744,2015-07-01 16:16:19,2015-07-01 16:20:00,1,1.1,-73.99526977539062,40.75446319580078,-74.00563049316406,40.740100860595696,221
218745,2015-07-01 16:16:19,2015-07-01 16:36:16,5,2.41,-73.98299407958984,40.76246643066406,-73.99091339111328,40.7348518371582,1197
218751,2015-07-01 16:16:20,2015-07-01 16:24:37,1,0.99,-74.0059051513672,40.73522567749024,-73.99571990966798,40.7439842224121,497
218747,2015-07-01 16:16:20,2015-07-01 16:25:00,1,1.6,-73.99712371826173,40.75303649902344,-73.98314666748048,40.76683044433594,520
218749,2015-07-01 16:16:20,2015-07-01 16:37:47,1,2.3,-74.00010681152342,40.71791458129882,-73.9832534790039,40.74600601196289,1287
218761,2015-07-01 16:16:22,2015-07-01 16:32:28,6,1.6,-73.98741149902342,40.741790771484375,-73.98085021972656,40.75946044921875,966
218760,2015-07-01 16:16:22,2015-07-01 16:47:22,1,4.9,-73.98889923095702,40.75334548950195,-73.98863983154298,40.74820327758789,1860
218757,2015-07-01 16:16:22,2015-07-01 16:45:24,1,4.3,-73.99059295654298,40.76388931274414,-74.009765625,40.72188186645508,1742
218763,2015-07-01 16:16:23,2015-07-01 16:37:32,1,1.7,-73.99545288085938,40.75936126708984,-73.97156524658203,40.756046295166016,1269
218764,2015-07-01 16:16:23,2015-07-01 16:25:01,2,0.8,-73.98616790771484,40.71953582763672,-73.99423217773438,40.726421356201165,518
218770,2015-07-01 16:16:24,2015-07-01 16:28:29,1,1.5,-73.97213745117188,40.74937438964844,-73.98760223388672,40.730918884277344,725
218772,2015-07-01 16:16:24,2015-07-01 16:24:12,5,1.07,-73.99513244628906,40.760059356689446,-73.97818756103516,40.75399017333984,468
218774,2015-07-01 16:16:25,2015-07-01 16:25:03,1,2.6,-73.9739532470703,40.74295425415039,-73.988037109375,40.72369384765625,518
218777,2015-07-01 16:16:26,2015-07-01 16:37:40,1,4.6,-73.9894790649414,40.73974609375,-74.00774383544923,40.70309066772461,1274
218785,2015-07-01 16:16:28,2015-07-01 16:27:04,1,1.5,-73.97769927978516,40.754337310791016,-73.99102020263672,40.739116668701165,636
218787,2015-07-01 16:16:28,2015-07-01 16:24:27,1,0.92,-73.98595428466798,40.75203323364258,-73.9791259765625,40.76342391967773,479
218788,2015-07-01 16:16:28,2015-07-01 16:20:10,6,0.46,-73.97090911865233,40.760639190673835,-73.9745101928711,40.75626754760742,222
218789,2015-07-01 16:16:28,2015-07-01 16:42:11,5,1.66,-73.99039459228516,40.74025344848633,-73.99791717529298,40.75653076171875,1543
218790,2015-07-01 16:16:29,2015-07-01 16:27:54,2,1.9,-74.00784301757811,40.7148323059082,-73.99354553222656,40.734199523925774,685
218791,2015-07-01 16:16:29,2015-07-01 16:22:26,5,1.14,-73.99253845214845,40.73740005493164,-73.98502349853516,40.72830581665039,357
218799,2015-07-01 16:16:31,2015-07-01 16:27:45,3,0.71,-74.01018524169923,40.71126556396485,-74.01409912109375,40.717411041259766,674
218798,2015-07-01 16:16:31,2015-07-01 16:30:28,1,1.22,-73.99423217773438,40.75012969970703,-73.9833984375,40.76583862304688,837
218795,2015-07-01 16:16:31,2015-07-01 16:31:34,2,1.8,-73.9994888305664,40.73379898071289,-73.98960876464844,40.719215393066406,903
218797,2015-07-01 16:16:31,2015-07-01 16:20:31,5,0.47,-73.97040557861328,40.761524200439446,-73.97040557861328,40.761524200439446,240
218802,2015-07-01 16:16:32,2015-07-01 16:32:45,3,2.0,-74.00117492675781,40.76172637939453,-73.9718246459961,40.755672454833984,973
218804,2015-07-01 16:16:32,2015-07-01 16:39:28,3,2.2,-73.99134826660156,40.749629974365234,-73.99623107910156,40.768436431884766,1376
218805,2015-07-01 16:16:33,2015-07-01 16:29:15,1,1.0,-73.9822998046875,40.767532348632805,-73.97711181640625,40.756874084472656,762
218809,2015-07-01 16:16:35,2015-07-01 16:27:03,1,1.0,-73.96493530273438,40.75777053833008,-73.9765396118164,40.74889755249024,628
218810,2015-07-01 16:16:35,2015-07-01 16:30:08,2,2.2,-73.98009490966798,40.7513427734375,-73.99799346923827,40.7237548828125,813
218812,2015-07-01 16:16:35,2015-07-01 16:34:31,1,1.64,-74.00266265869139,40.72869873046875,-74.00945281982422,40.7105598449707,1076
218816,2015-07-01 16:16:36,2015-07-01 16:38:19,4,2.39,-74.0013198852539,40.74609756469727,-73.97178649902342,40.74615478515625,1303
218813,2015-07-01 16:16:36,2015-07-01 16:37:46,1,2.02,-73.9832763671875,40.74140167236328,-74.00404357910156,40.757930755615234,1270
218814,2015-07-01 16:16:36,2015-07-01 16:32:50,1,1.6,-73.99027252197266,40.75095748901367,-73.99011993408203,40.767208099365234,974
218815,2015-07-01 16:16:36,2015-07-01 16:33:15,1,2.24,-73.99033355712889,40.72890853881836,-73.96784973144531,40.75218963623047,999
218819,2015-07-01 16:16:37,2015-07-01 16:29:33,1,1.67,-73.99031829833984,40.7509651184082,-73.99124908447266,40.73338317871094,776
218818,2015-07-01 16:16:37,2015-07-01 16:28:03,1,2.1,-74.0140380859375,40.712566375732415,-74.00759887695312,40.74294662475586,686
218820,2015-07-01 16:16:38,2015-07-01 16:19:11,1,0.3,-73.97813415527344,40.75212860107422,-73.97289276123048,40.74921417236328,153
218821,2015-07-01 16:16:38,2015-07-01 16:28:58,1,1.5,-74.00711059570312,40.740821838378906,-73.99172210693358,40.73016357421875,740
218822,2015-07-01 16:16:38,2015-07-01 16:55:16,2,5.4,-74.01235961914062,40.702545166015625,-73.9830322265625,40.75005722045898,2318
218828,2015-07-01 16:16:39,2015-07-01 16:33:35,1,1.9,-73.98890686035155,40.74517059326172,-73.96728515625,40.76091766357422,1016
218829,2015-07-01 16:16:39,2015-07-01 16:28:32,2,1.48,-73.99938201904298,40.72740173339844,-73.99214172363281,40.74420928955078,713
218830,2015-07-01 16:16:40,2015-07-01 16:23:46,1,0.8,-73.97902679443358,40.74966049194336,-73.97994995117188,40.75868225097656,426
218835,2015-07-01 16:16:40,2015-07-01 16:19:34,1,0.44,-73.98628234863281,40.74332046508789,-73.99375915527344,40.746280670166016,174
218838,2015-07-01 16:16:43,2015-07-01 16:29:57,1,1.42,-73.96727752685547,40.75618743896485,-73.98445129394531,40.748783111572266,794
218840,2015-07-01 16:16:44,2015-07-01 16:35:37,1,1.2,-74.00495147705078,40.74412536621094,-73.98332214355469,40.73460388183594,1133
218841,2015-07-01 16:16:44,2015-07-01 16:26:17,1,1.0,-73.9749755859375,40.75460052490234,-73.98473358154298,40.742084503173835,573
218843,2015-07-01 16:16:44,2015-07-01 16:27:20,1,0.8,-74.00707244873048,40.7530632019043,-73.99491882324217,40.75020980834961,636
218845,2015-07-01 16:16:44,2015-07-01 16:20:33,1,0.63,-74.00968933105469,40.72234344482422,-74.006591796875,40.7156639099121,229
218854,2015-07-01 16:16:47,2015-07-01 16:28:52,6,1.32,-73.97344207763672,40.75037384033203,-73.99109649658203,40.7504768371582,725
218853,2015-07-01 16:16:47,2015-07-01 16:17:09,6,0.15,-73.97419738769531,40.75688934326172,-73.97274780273438,40.758499145507805,22
218849,2015-07-01 16:16:47,2015-07-01 16:23:13,1,0.7,-73.99111938476561,40.75498962402344,-73.98303985595702,40.76194381713867,386
218848,2015-07-01 16:16:47,2015-07-01 16:23:13,1,0.6,-73.98063659667967,40.76481628417969,-73.98568725585938,40.75728988647461,386
218858,2015-07-01 16:16:48,2015-07-01 16:24:11,1,1.1,-73.99039459228516,40.775096893310554,-73.98064422607422,40.7653923034668,443
218859,2015-07-01 16:16:48,2015-07-01 16:23:05,1,0.83,-73.98477172851561,40.75794982910156,-73.98938751220702,40.74831008911133,377
218860,2015-07-01 16:16:48,2015-07-01 16:26:40,1,1.22,-73.99085998535155,40.73014068603516,-73.97579956054686,40.72201919555664,592
218862,2015-07-01 16:16:48,2015-07-01 16:53:50,2,1.61,-74.001953125,40.74040985107422,-73.98555755615233,40.75764846801758,2222
218863,2015-07-01 16:16:48,2015-07-01 16:31:18,1,1.56,-73.98013305664062,40.770671844482415,-73.97738647460938,40.755149841308594,870
218864,2015-07-01 16:16:49,2015-07-01 16:20:19,2,0.71,-73.98121643066406,40.72928237915039,-73.98016357421875,40.72230529785156,210
218865,2015-07-01 16:16:50,2015-07-01 16:36:24,1,3.0,-73.974365234375,40.76194381713867,-74.00396728515625,40.72941970825195,1174
218866,2015-07-01 16:16:50,2015-07-01 16:26:20,1,0.66,-73.97370147705078,40.76324844360352,-73.97922515869139,40.755558013916016,570
218868,2015-07-01 16:16:50,2015-07-01 16:23:26,1,0.88,-73.97813415527344,40.763031005859375,-73.96538543701173,40.76072692871094,396
218871,2015-07-01 16:16:51,2015-07-01 16:29:14,1,1.1,-73.9913330078125,40.723880767822266,-74.00614166259764,40.71670150756836,743
218874,2015-07-01 16:16:52,2015-07-01 16:21:17,1,0.5,-73.99203491210938,40.73772048950195,-74.00054168701173,40.73747634887695,265
218878,2015-07-01 16:16:53,2015-07-01 16:30:51,1,2.07,-73.996337890625,40.72357177734375,-74.01559448242188,40.715213775634766,838
218881,2015-07-01 16:16:55,2015-07-01 16:37:55,1,2.1,-73.99115753173827,40.74951553344727,-73.97814178466798,40.76347351074219,1260
218887,2015-07-01 16:16:55,2015-07-01 16:20:02,5,0.44,-73.98697662353516,40.75478744506836,-73.99142456054686,40.74979019165039,187
218889,2015-07-01 16:16:55,2015-07-01 16:27:51,1,1.11,-73.97669982910156,40.755897521972656,-73.98741912841797,40.74714279174805,656
218893,2015-07-01 16:16:56,2015-07-01 16:33:25,1,2.67,-73.96849060058595,40.76144409179688,-73.97960662841797,40.734573364257805,989
218894,2015-07-01 16:16:56,2015-07-01 16:35:16,5,3.11,-73.96949005126953,40.76065826416016,-74.00679779052734,40.74259948730469,1100
218895,2015-07-01 16:16:57,2015-07-01 16:33:02,1,1.7,-73.99416351318358,40.74976348876953,-73.98028564453125,40.77017211914063,965
218896,2015-07-01 16:16:57,2015-07-01 16:34:37,2,1.8,-73.97007751464845,40.76179122924805,-73.9913558959961,40.750118255615234,1060
218898,2015-07-01 16:16:57,2015-07-01 16:24:22,5,0.48,-73.99662780761719,40.737491607666016,-73.99205017089844,40.743690490722656,445
218903,2015-07-01 16:16:59,2015-07-01 16:36:06,2,2.3,-74.00553131103516,40.737014770507805,-73.9903564453125,40.760929107666016,1147
218905,2015-07-01 16:17:00,2015-07-01 16:22:50,4,0.7,-73.97917938232422,40.76586151123047,-73.9830780029297,40.76113128662109,350
218908,2015-07-01 16:17:00,2015-07-01 16:22:42,5,1.12,-73.98146057128906,40.75284194946289,-73.99141693115233,40.73891830444336,342
218909,2015-07-01 16:17:00,2015-07-01 16:35:52,1,1.65,-73.9720458984375,40.75745391845703,-73.99143981933594,40.749061584472656,1132
218911,2015-07-01 16:17:01,2015-07-01 16:22:20,6,0.79,-73.982177734375,40.743309020996094,-73.99176025390625,40.73870086669922,319
218910,2015-07-01 16:17:01,2015-07-01 16:26:05,1,0.6,-73.97608184814453,40.75173568725586,-73.9857406616211,40.75018310546875,544
218913,2015-07-01 16:17:02,2015-07-01 16:26:54,1,0.3,-73.99028778076173,40.73778533935546,-73.98887634277344,40.73680877685546,592
218915,2015-07-01 16:17:02,2015-07-01 16:47:56,1,3.6,-73.98497772216798,40.7601432800293,-73.99471282958984,40.7187385559082,1854
218918,2015-07-01 16:17:02,2015-07-01 16:43:04,1,5.8,-73.97103118896483,40.75381088256836,-74.0168685913086,40.706329345703125,1562
218919,2015-07-01 16:17:03,2015-07-01 16:34:03,5,1.36,-73.98756408691406,40.75143814086913,-73.97298431396483,40.759868621826165,1020
218921,2015-07-01 16:17:04,2015-07-01 16:29:16,1,1.4,-73.99284362792967,40.7535514831543,-73.97419738769531,40.75381851196289,732
218922,2015-07-01 16:17:04,2015-07-01 16:28:50,1,1.8,-73.9890365600586,40.72157287597656,-74.00250244140625,40.73904800415039,706
218923,2015-07-01 16:17:04,2015-07-01 16:31:18,1,1.6,-74.00239562988281,40.74517822265625,-73.99016571044923,40.729713439941406,854
218924,2015-07-01 16:17:04,2015-07-01 16:42:02,1,2.12,-73.99813842773438,40.72275161743164,-73.99411010742188,40.74592971801758,1498
218926,2015-07-01 16:17:04,2015-07-01 16:21:24,2,0.6,-73.97843170166014,40.74551773071289,-73.9773712158203,40.742691040039055,260
218930,2015-07-01 16:17:05,2015-07-01 16:23:40,1,0.31,-74.00126647949219,40.74153137207031,-73.9984130859375,40.74560928344727,395
218927,2015-07-01 16:17:05,2015-07-01 16:17:52,1,0.3,-73.99199676513672,40.748836517333984,-73.99478912353516,40.7447395324707,47
218928,2015-07-01 16:17:05,2015-07-01 16:26:14,1,1.41,-73.9774169921875,40.75821685791016,-73.99054718017578,40.739910125732415,549
218929,2015-07-01 16:17:05,2015-07-01 16:27:15,2,1.45,-73.99510192871094,40.760208129882805,-73.98470306396483,40.7483787536621,610
218931,2015-07-01 16:17:06,2015-07-01 16:40:26,1,1.5,-73.99654388427734,40.72368621826172,-74.0076675415039,40.71135330200195,1400
218934,2015-07-01 16:17:08,2015-07-01 16:35:17,1,2.4,-74.0057373046875,40.750873565673835,-73.99736022949219,40.72564697265625,1089
218938,2015-07-01 16:17:09,2015-07-01 16:31:48,1,1.7,-74.00540924072266,40.73880386352539,-74.01070404052734,40.72288513183594,879
218939,2015-07-01 16:17:09,2015-07-01 16:23:17,1,0.71,-73.98786163330078,40.74905014038086,-73.98184967041014,40.757862091064446,368
218940,2015-07-01 16:17:10,2015-07-01 16:23:06,1,0.9,-74.00956726074217,40.70384216308594,-74.01726531982422,40.705299377441406,356
218942,2015-07-01 16:17:10,2015-07-01 16:26:59,1,1.4,-74.00496673583984,40.751949310302734,-73.98953247070312,40.7400016784668,589
218943,2015-07-01 16:17:10,2015-07-01 16:23:38,1,1.0,-73.97039031982422,40.75627517700195,-73.9788360595703,40.7646713256836,388
218945,2015-07-01 16:17:10,2015-07-01 16:22:52,1,0.6,-73.99252319335938,40.7480697631836,-74.00054931640625,40.745990753173835,342
218948,2015-07-01 16:17:11,2015-07-01 16:27:32,1,1.2,-73.99562835693358,40.74135971069336,-73.994140625,40.72845077514648,621
218950,2015-07-01 16:17:11,2015-07-01 16:25:30,1,0.7,-73.98250579833984,40.7659568786621,-73.97183227539062,40.75997161865234,499
218953,2015-07-01 16:17:12,2015-07-01 16:27:51,1,1.3,-73.9831771850586,40.74325942993164,-73.97209930419923,40.75909423828125,639
218956,2015-07-01 16:17:13,2015-07-01 16:24:49,1,1.5,-73.9959487915039,40.72651290893555,-73.9959487915039,40.72651290893555,456
218957,2015-07-01 16:17:13,2015-07-01 16:25:43,1,1.0,-73.98252868652342,40.76128387451172,-73.9913330078125,40.74964141845703,510
218959,2015-07-01 16:17:13,2015-07-01 16:23:00,1,1.06,-73.98685455322266,40.721187591552734,-73.99002075195312,40.73245620727539,347
218962,2015-07-01 16:17:13,2015-07-01 16:23:17,1,0.49,-73.97364044189453,40.76336288452149,-73.97803497314453,40.7574462890625,364
218964,2015-07-01 16:17:14,2015-07-01 16:42:40,1,2.4,-73.99632263183594,40.72557830810546,-73.98861694335938,40.75281524658203,1526
218966,2015-07-01 16:17:15,2015-07-01 16:21:21,1,0.9,-73.99235534667967,40.748085021972656,-74.00446319580078,40.74245834350586,246
218967,2015-07-01 16:17:15,2015-07-01 16:33:22,2,1.47,-73.97623443603516,40.75919723510742,-73.97969055175781,40.743534088134766,967
218968,2015-07-01 16:17:15,2015-07-01 16:24:36,3,0.54,-73.97171020507811,40.74585723876953,-73.97898864746092,40.7501106262207,441
218969,2015-07-01 16:17:16,2015-07-01 16:49:16,1,4.1,-73.97812652587889,40.7519416809082,-74.01083374023438,40.716411590576165,1920
218970,2015-07-01 16:17:16,2015-07-01 16:25:10,1,1.34,-73.98725128173827,40.7574577331543,-73.98921203613281,40.74220657348633,474
218971,2015-07-01 16:17:16,2015-07-01 16:36:19,1,1.6,-73.97139739990233,40.750938415527344,-73.99333190917967,40.762821197509766,1143
218972,2015-07-01 16:17:17,2015-07-01 16:23:38,1,0.8,-73.97221374511719,40.75349807739258,-73.96138000488281,40.75830841064453,381
218973,2015-07-01 16:17:17,2015-07-01 16:21:23,1,0.6,-73.98466491699219,40.7395133972168,-73.98589324951173,40.732620239257805,246
218974,2015-07-01 16:17:17,2015-07-01 16:45:44,1,2.3,-74.00646209716798,40.739532470703125,-73.97905731201173,40.7525634765625,1707
218975,2015-07-01 16:17:17,2015-07-01 16:25:14,1,1.3,-73.99987030029298,40.718170166015625,-73.98438262939453,40.72405242919922,477
218976,2015-07-01 16:17:17,2015-07-01 16:22:47,1,1.8,-73.98843383789062,40.754539489746094,-74.0035858154297,40.732524871826165,330
218977,2015-07-01 16:17:17,2015-07-01 16:28:12,1,1.56,-74.00727081298828,40.7274284362793,-73.99356079101561,40.74053955078125,655
218980,2015-07-01 16:17:18,2015-07-01 16:35:22,3,1.66,-73.99436950683594,40.73202133178711,-73.98038482666014,40.74819564819336,1084
218983,2015-07-01 16:17:19,2015-07-01 16:23:09,1,0.6,-73.98541259765625,40.74686050415039,-73.98377990722656,40.74087142944336,350
218981,2015-07-01 16:17:19,2015-07-01 16:37:18,1,2.0,-73.98226928710938,40.73201751708984,-74.00287628173827,40.74977493286133,1199
218985,2015-07-01 16:17:20,2015-07-01 16:35:21,1,1.06,-73.98190307617188,40.75680160522461,-73.96794891357422,40.75926971435546,1081
